Date,Close,High,Low,Open,Volume,Daily_Return,MA_7,MA_30,MA_200,Volatility_30,Year,Month,Weekday
2014-01-02,17.124887466430664,17.24563162992739,17.090522354085525,17.203835954895617,234684800,,,,,,2014,1,Thursday
2014-01-03,16.74872589111328,17.142535819980477,16.731697103756858,17.11653050222712,392467600,-0.021965783778419512,,,,,2014,1,Friday
2014-01-06,16.840051651000977,16.92890588081759,16.52023495544879,16.639431468734855,412610800,0.005452698938499756,,,,,2014,1,Monday
2014-01-07,16.719619750976562,16.902901973157732,16.653984778250567,16.85212812333735,317209200,-0.00715151607134501,,,,,2014,1,Tuesday
2014-01-08,16.82550048828125,16.89051541201002,16.677821819687903,16.681535446469898,258529600,0.0063327240022013065,,,,,2014,1,Wednesday
2014-01-09,16.610647201538086,16.930773258923715,16.574423611754373,16.928914791016243,279148800,-0.012769503462485843,,,,,2014,1,Thursday
2014-01-10,16.499799728393555,16.743144779083767,16.44314294900201,16.71311334605719,304976000,-0.006673278397862026,16.767033168247767,,,,2014,1,Friday
2014-01-13,16.586183547973633,16.79578194633505,16.405067317483265,16.40599655110358,378492800,0.005235446550992062,16.69007546561105,,,,2014,1,Monday
2014-01-14,16.91621208190918,16.92673788180198,16.64593083697103,16.66326881021575,332561600,0.019897798247618503,16.714002064296178,,,,2014,1,Tuesday
2014-01-15,17.255847930908203,17.343774601016356,17.07937620386613,17.136962236934817,391638800,0.02007753552358471,16.773401532854354,,,,2014,1,Wednesday
2014-01-16,17.159563064575195,17.24005917187927,17.079994537506877,17.179687091401213,229278000,-0.005579839757427707,16.83625057765416,,,,2014,1,Thursday
2014-01-17,16.739124298095703,17.092067711780654,16.715284992659043,17.073802154341426,426739600,-0.02450171749113239,16.823911121913365,,,,2014,1,Friday
2014-01-21,16.999191284179688,17.030150308665974,16.731386793793295,16.749033966851517,328526800,0.015536474994308325,16.879417419433594,,,,2014,1,Tuesday
2014-01-22,17.074724197387695,17.253671029332327,16.96017223286908,17.05614780095337,379985200,0.004443323917314945,16.961549486432755,,,,2014,1,Wednesday
2014-01-23,17.219316482543945,17.22922390004371,16.86730223506985,17.026126801621057,403239200,0.008468206190901162,17.05199704851423,,,,2014,1,Thursday
2014-01-24,16.906301498413086,17.201967954285553,16.865433426285403,17.15181251066695,429354800,-0.018178130615589594,17.050581250871932,,,,2014,1,Friday
2014-01-27,17.04345703125,17.176585426113125,16.89639840231263,17.030145183827834,554878800,0.008112687026774479,17.020239693777903,,,,2014,1,Monday
2014-01-28,15.681215286254883,15.944373438422993,15.544060811578793,15.75118389308142,1065523200,-0.07992754888268161,16.809047154017858,,,,2014,1,Tuesday
2014-01-29,15.503204345703125,15.708159899319078,15.437260168731553,15.602276861310266,502810000,-0.011351858724099717,16.63248716081892,,,,2014,1,Wednesday
2014-01-30,15.473176002502441,15.681228492316672,15.377820402565412,15.558625836990238,678501600,-0.001936912042896921,16.414484977722168,,,,2014,1,Thursday
2014-01-31,15.498554229736328,15.527347236350344,15.28028690361348,15.330751550154565,464797200,0.0016401433829604795,16.189317839486257,,,,2014,1,Friday
2014-02-03,15.527349472045898,15.71930232596418,15.4583100690211,15.560786996830247,401464000,0.001857930867791735,15.947608266557966,,,,2014,2,Monday
2014-02-04,15.752121925354004,15.772865993311184,15.565433580943257,15.66110001071645,376681200,0.014475906123757154,15.78272547040667,,,,2014,2,Tuesday
2014-02-05,15.869771957397461,15.953054121579743,15.67348537559644,15.683083599962183,328344800,0.007468837062141631,15.61505617414202,,,,2014,2,Wednesday
2014-02-06,15.96226692199707,15.99310187006684,15.815883253865227,15.885961320384132,257765200,0.005828373895221173,15.655206407819476,,,,2014,2,Thursday
2014-02-07,16.185588836669922,16.286811298028955,16.113955502993345,16.2385362262021,370280400,0.013990613975080057,15.752689906529017,,,,2014,2,Friday
2014-02-10,16.475547790527344,16.568984140870626,16.133261101263784,16.153816632604656,345559200,0.01791463732233778,15.895885876246862,,,,2014,2,Monday
2014-02-11,16.692626953125,16.748375374594136,16.49142631588459,16.525998786950225,282256800,0.013175838846612775,16.066467693873815,,,,2014,2,Tuesday
2014-02-12,16.691377639770508,16.804747388499887,16.607909707011494,16.723458427700663,308100800,-7.484222573239663e-05,16.232757432120188,,,,2014,2,Wednesday
2014-02-13,16.956432342529297,16.969512832946624,16.637814949229377,16.652141279845406,307398000,0.015879737938901073,16.404801777430944,16.517946243286133,,,2014,2,Thursday
2014-02-14,16.942726135253906,17.004707099869872,16.856144401331385,16.89538587188448,272924400,-0.0008083190495805637,16.55808094569615,16.511874198913574,,0.019268315045505257,2014,2,Friday
2014-02-18,17.005014419555664,17.166968617016114,16.99317810880224,17.00532546369716,260251600,0.0036764027113764808,16.707044873918807,16.520417149861654,,0.018831964816543322,2014,2,Tuesday
2014-02-19,16.73654556274414,17.033048874148182,16.642487123553327,16.966397255756462,313768000,-0.0157876288833243,16.785752977643693,16.51696694691976,,0.019044564987699058,2014,2,Wednesday
2014-02-20,16.54281997680664,16.725020344230987,16.475857320658882,16.600126956593485,305858000,-0.011575004245125475,16.79536328996931,16.511073621114097,,0.019118629372870566,2014,2,Thursday
2014-02-21,16.35906219482422,16.649336267890355,16.338817710211107,16.59389721833362,278784800,-0.011108008322647134,16.747711181640625,16.49552567799886,,0.01917909472971893,2014,2,Friday
2014-02-24,16.430692672729492,16.504508265819005,16.270919122551334,16.293655283305323,288909600,0.004378642067143446,16.71047047206334,16.48952719370524,,0.019063804917823366,2014,2,Monday
2014-02-25,16.259708404541016,16.493608618400874,16.226694477427067,16.48769212612234,231952000,-0.01040639439822666,16.610938480922155,16.481524149576824,,0.019119742398426003,2014,2,Tuesday
2014-02-26,16.11301612854004,16.35127765039836,16.058511869705377,16.307985952867543,276217200,-0.009021826981842285,16.49240847996303,16.46575190226237,,0.01915441472215413,2014,2,Wednesday
2014-02-27,16.434436798095703,16.46900761580204,16.072527708577557,16.10647643785904,301882000,0.019947889767599092,16.410897391183035,16.449692726135254,,0.019156281587919963,2014,2,Thursday
2014-02-28,16.38990020751953,16.59265613563041,16.261580324093014,16.478351539292685,371968800,-0.002709955389608054,16.36137662615095,16.4208278020223,,0.01874817928413779,2014,2,Friday
2014-03-03,16.437236785888672,16.527246645293936,16.283066999166277,16.302065643031575,238781200,0.002888155374333623,16.34629331316267,16.396750259399415,,0.018748990755863042,2014,3,Monday
2014-03-04,16.545623779296875,16.589228184515797,16.437550057202877,16.538150401740186,259140000,0.006593991120286802,16.37294496808733,16.390300242106118,,0.01827311289275625,2014,3,Tuesday
2014-03-05,16.580495834350586,16.654931820929427,16.479895559400866,16.53564728334334,200062800,0.0021076301213462934,16.394345419747488,16.376343727111816,,0.018036768466821045,2014,3,Wednesday
2014-03-06,16.53036117553711,16.645287839846098,16.447826352209294,16.593897354123886,185488800,-0.0030237128801425817,16.43301010131836,16.35819829305013,,0.018015311433042337,2014,3,Thursday
2014-03-07,16.520708084106445,16.56867209656537,16.383980043180657,16.54095257001425,220729600,-0.00058396131386107,16.49125180925642,16.334911346435547,,0.0179282984469775,2014,3,Friday
